policy,country,status,explanation,source
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Brunei,NO,"Brunei's average marketing authorization (MA) approval timeline for pharmaceutical products is about 286 days (over 9 months), which exceeds a six-month target[1][5].","https://credevo.com/articles/2021/03/25/brunei-generic-drug-registration-process/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://moh.gov.bn/wp-content/uploads/2024/10/Brunei-Darussalam-Pharmacovigilance-Guidelines-31.7.18.pdf,https://www.marks-clerk.com/insights/latest-insights/102jw4m-extending-patent-term-in-southeast-asia/,https://www.ijdra.com/index.php/journal/article/download/410/209"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Brunei,NO,Brunei classifies all antimicrobials as prescription-only medicines but there is no evidence of specific hospital-only distribution restrictions for certain antimicrobial classes; the focus is on prescription control rather than hospital-only access.[3][5],"https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11795752/,https://ghsindex.org/wp-content/uploads/2021/12/Brunei.pdf,https://documents1.worldbank.org/curated/en/323311493396993758/pdf/final-report.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10843100/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Brunei,PARTIAL,"Brunei collects AMR and antimicrobial use data within the public health sector and through importation records, but does not publish comprehensive national AMR surveillance data covering both human and veterinary pharmaceutical products, with existing data having incomplete coverage and surveillance systems not fully developed.[1][2][3]","https://ghsindex.org/wp-content/uploads/2021/12/Brunei.pdf,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0297921,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://apps.who.int/iris/bitstream/handle/10665/332081/9789240005587-eng.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10843100/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Thailand,YES,"Thailand accepts the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations, as the Thai FDA requires documentation in accordance with both the ASEAN Common Technical Dossier (ACTD) and the ICH CTD formats for drug registration.","https://www.freyrsolutions.com/blog/thailand-moving-forward-to-ectd-submissions,https://ijprajournal.com/issue_dcp/A%20Review%20Article%20on%20the%20Common%20Technical%20Document%20CTD%20Regulatory%20Dossier.pdf,https://www.chameleon-pharma.com/the-pillars-of-control-approaching-thailands-national-drug-framework-and-otc-rx-drug-registration-process/,https://international-pharma.com/wp-content/uploads/2017/04/Comparison-of.pdf,https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Thailand,PARTIAL,"Thailand provides the Skynet E-Submission System, an online portal for pharmaceutical product marketing authorization applications, but full online access is generally limited to Thai citizens and requires prior approval via the E-Consult system, with foreign applicants needing to appoint a local representative to use the system.[2][4]","https://ijsrm.humanjournals.com/wp-content/uploads/2022/03/5.RamaKishore-E-G-Ravi-Shankar-N-Chagi-Venkatesh-S-B-Puranik.pdf,https://clinregs.niaid.nih.gov/country/thailand,https://baipharm.chemlinked.com/news/thai-fda-expedites-drug-import-via-digital-channel,https://clinregs.niaid.nih.gov/country/thailand/united-states,https://en.fda.moph.go.th/other/category/cat-mandatory-reports"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Thailand,YES,"Thailand is legally obliged to accept and recognize another ASEAN Member State’s GMP Certificates and inspection reports issued by ASEAN Listed Inspection Services under the ASEAN Sectoral Mutual Recognition Arrangement (MRA) on GMP Inspection, which is binding on all ASEAN Member States including Thailand[2][4][5].","https://www.tilleke.com/insights/good-manufacturing-practices-thailand/,https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/,https://globallawexperts.com/thailands-fda-proposes-amendments-to-streamline-gmp-certification-for-foreign-drug-manufacturers/,https://gabi-journal.net/a-review-of-international-initiatives-on-pharmaceutical-regulatory-reliance-and-recognition.html,https://apac-asia.com/images/achievements/pdf/6th/02-04.pdf"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Thailand,PARTIAL,"Thailand generally follows ASEAN stability guidelines, which accept 25°C/60% RH as a long-term stability testing condition, but data solely at 25°C/60% RH—even when supported by accelerated studies—may be rejected as 'less stressful' than the preferred 30°C/75% RH for Zone IVb (Thailand's climatic zone); additional justification or intermediate condition data may be required if significant changes are observed during accelerated testing[5][1].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://asean.org/wp-content/uploads/2018/01/25PPWG-ANNEX-7-iv-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Thailand,YES,"Thailand, as a member of ASEAN, allows bracketing and matrixing designs in pharmaceutical stability studies, as reflected in the ASEAN Guidelines on Stability Study and Shelf-Life, which Thailand follows for regulatory compliance[2].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://asean.org/wp-content/uploads/2017/09/ASEAN-Guidelines-on-Stability-and-Shelf-Life-TM-V1.0-with-disclaimer.pdf,https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf"
Requires halal certification for pharmaceutical products.,Thailand,NO,"Thailand does not require halal certification for pharmaceutical products as a regulatory mandate, but it does offer voluntary halal certification for pharmaceuticals, particularly for export and marketing purposes to Muslim consumers[3][4][5].","https://www.nationthailand.com/business/economy/40045799,https://unissa.edu.bn/journal/index.php/jhst/article/download/664/598,https://www.halaltimes.com/evolution-of-thai-halal-products-and-their-significance-in-the-usa/,https://halalfoundation.org/major-halal-certification-companies/,https://thailand.prd.go.th/en/content/category/detail/id/2078/iid/409724"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Thailand,PARTIAL,"Thailand appears to use a red dot marker to distinguish certain categories of medicines, including prescription-only and specially controlled medicines, but the sources reviewed do not establish a current, explicit legal mandate by the Thai government specifically requiring a 'red dot' on all prescription-only pharmaceutical product labels.[2]","https://www.artixio.com/post/medical-device-regulations-registration-process-in-thailand,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://andamanmed.com/thailand-draft-criteria-methods-and-conditions-on-labeling-and-documentation-ifu-for-medical-devices/,https://msh.org/wp-content/uploads/2025/07/MTP-Malaria-online.pdf,https://ota.fas.org/reports/9321.pdf"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Thailand,NO,"Thailand does not target an average MA approval timeline of six months or less for pharmaceutical products; the registration process typically ranges from 6 months to 2 years depending on product type, with new drugs commonly requiring 220–280 working days (i.e., often more than six months)[1][3].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://www.tilleke.com/insights/thailand-prepares-to-renew-drug-marketing-authorizations-as-first-expiration-nears/23/,https://credevo.com/articles/2023/10/05/new-drug-registration-process-in-thailand-a-guide-to-market-entry/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7516132/,https://www.tilleke.com/insights/thailand-prepares-to-renew-drug-marketing-authorizations-as-first-expiration-nears/14/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Thailand,NO,"Thailand does not impose hospital-only distribution restrictions for most antimicrobial pharmaceutical products; antibiotics are widely and legally available through retail pharmacies, often without prescription, except for a limited subset classified as 'specially controlled' drugs[2][3][5].","https://pmc.ncbi.nlm.nih.gov/articles/PMC8944558/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5791780/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8381094/,https://orca.cardiff.ac.uk/id/eprint/137072/1/2020SisiraDonsamakPhD.pdf,https://iris.who.int/bitstream/handle/10665/380437/9789290229971-eng.pdf?sequence=1&isAllowed=y"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Thailand,YES,"Thailand publishes national AMR surveillance data through systems like the National Antimicrobial Resistance Surveillance Thailand (NARST), with regular reports covering data related to pharmaceutical products and resistance trends across human health sectors.","https://figshare.com/articles/dataset/Antimicrobial-resistant_surveillance_reports_of_25_hospitals_in_Thailand_in_2022/22339933,https://rr-asia.woah.org/app/uploads/2020/03/thailand_thailands-national-strategic-plan-on-amr-2017-2021.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8381094/,https://www.hitap.net/wp-content/uploads/2021/04/Booklet-AMR.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10349292/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Myanmar,NO,"Myanmar does not officially accept the ICH CTD format for innovator pharmaceutical product registrations; it is not listed among countries using this format, and ASEAN countries including Myanmar typically follow the ACTD format instead.[4][5]","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-m4-r4-common-technical-document-ctd-registration-pharmaceuticals-human-use-organisation-ctd-step-5_en.pdf,https://jgtps.com/admin/uploads/zhg3fT.pdf,https://www.ijdra.com/index.php/journal/article/download/510/264,https://www.ijdra.com/index.php/journal/article/download/442/222"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Myanmar,PARTIAL,"Myanmar has implemented an electronic submission system for pharmaceutical product registration and related import licensing, but available guidelines and notifications indicate that full digitalization is limited to certain steps (such as e-submission and online fee payments), while some documentation and initial submissions may still require in-person handling, especially for new marketing authorization applications[1][3][5].","https://www.myanmartradeportal.gov.mm/attachment/274/download,https://www.questjournals.org/jrbm/papers/vol10-issue4/Ser-3/D10042733.pdf,https://lic-public.wto.org/en/legislations/1165,https://www.southuniversity.edu/savannah/physician-assistant-ms,https://lic-public.wto.org/en/product-categories/569/procedure"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Myanmar,YES,"Myanmar is required to legally accept another ASEAN Member State's cGMP certificate for pharmaceutical manufacturers under the ASEAN Sectoral Mutual Recognition Arrangement (MRA) for GMP inspection, provided the certificate is issued by a Listed Inspection Service of an AMS[4].","https://asean.org/wp-content/uploads/2022/12/ASEAN-Pharmaceutical-Regulatory-Policy-Sample-Print-REV-20122022-.pdf,https://asean.org/wp-content/uploads/images/2013/economic/iai/ASEAN%20Cosmetics%20Directive%20CLMV%20Workshop%20Feb%202013.pdf,https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://asean.org/wp-content/uploads/images/archive/documents/Agreement%20on%20MRA%20for%20GMP%20Pharmaceutical.pdf,https://www.pacificbridgemedical.com/regulation/asean-medical-device-pharmaceutical-regulations/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Myanmar,UNKNOWN,There is no explicit information in the search results confirming whether Myanmar permits submission of stability data at 25°C/60% RH supported only by accelerated studies; the results summarize general ICH guidelines but do not describe Myanmar's specific requirements.,"https://humiditycontrol.com/blog/what-is-stability-testing/,https://pharm-community.com/wp-content/uploads/wpforo/default_attachments/1484853135-draft-who-stability-guideline-rev-3-sept-2008.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf,https://www.npra.gov.my/easyarticles/images/users/1057/GUIDELINE-FOR-STABILITY-DATA.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Myanmar,UNKNOWN,There is no explicit information in the available search results regarding whether Myanmar specifically allows bracketing and matrixing study designs in pharmaceutical product stability testing.,"https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/ich-q1d-bracketing-matrixing-designs-stability-testing-drug-substances-drug-products-scientific-guideline,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
Requires halal certification for pharmaceutical products.,Myanmar,NO,"Myanmar does not require halal certification for pharmaceutical products; halal certification is mainly relevant for food products, and the country lacks a national mandatory framework for pharmaceuticals.","https://halalfoundation.org/insights/halal-pharmaceuticals-and-supplements-certification/,https://www.efpia.eu/media/412591/efpia-positionpaper-on-halal_final_5-dec-2018.pdf,https://factocert.com/myanmar/halal-certification-in-myanmar/,https://www.aseanbriefing.com/news/asean-regulatory-brief-laos-investment-incentives-brunei-halal-certification-myanmar-livestock-exports/,https://seasia.co/2025/08/01/emerging-trends-in-myanmars-halal-food-market-opportunities-for-growth"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Myanmar,UNKNOWN,There is no direct evidence in the available sources confirming whether Myanmar mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products.,"https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://iris.who.int/bitstream/handle/10665/43080/9241592508.pdf?sequence=1,https://www.unodc.org/documents/southeastasiaandpacific/2010/12/ops-myanmar-ats/Myanmar_ATS_Report_2010_lowres.pdf,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://apps.who.int/iris/bitstream/handle/10665/326708/9789241513425-eng.pdf"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Myanmar,NO,"Myanmar does not target an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products; the current timeline is approximately 18-24 months, with possible reductions to 12-15 months according to recent reforms, but still over six months.[1]","https://www.questjournals.org/jrbm/papers/vol10-issue4/Ser-3/D10042733.pdf,https://www.sfamgroup.com/en/ma-pharmaceutical-medicines/,https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region,https://pharmexcil.com/uploads/countryreports/Myanmar.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Myanmar,NO,"There is no evidence that Myanmar imposes hospital-only distribution restrictions for certain classes of antimicrobial pharmaceutical products; antibiotics are widely available, including over-the-counter sales without prescription, and no national system restricts their distribution to hospitals only[1][2][4].","https://ghsindex.org/wp-content/uploads/2021/12/Myanmar.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8167548/,https://steps-centre.org/wp-content/uploads/2022/12/Taking-Myanmars-AMR-National-Action-Plan-forward_November2022_2.pdf,https://researchonline.lshtm.ac.uk/id/eprint/4668293/1/2022_PHP_PhD_Khine%20Zaw_Y-sigs-photos-redacted.pdf,https://antimicrobialsinsociety.org/essential-reading/negotiating-authoritarian-law-and-disorder/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Myanmar,PARTIAL,"Myanmar has a national AMR surveillance system and has published national AMR surveillance data as of 2017, reporting resistance rates in key pathogens, but there is no evidence of regular or recent publication of comprehensive AMR surveillance data specifically related to pharmaceutical products after that year[4][5].","https://solve.mit.edu/challenges/trinity-challenge-amr/solutions/85892,https://ghsindex.org/wp-content/uploads/2021/12/Myanmar.pdf,https://pubmed.ncbi.nlm.nih.gov/34070228/,https://journals.plos.org/plosone/article/file?id=10.1371%2Fjournal.pone.0273380&type=printable,https://pmc.ncbi.nlm.nih.gov/articles/PMC9387831/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Philippines,YES,"The Philippines accepts the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations, as the Philippines FDA allows submission in either the ICH CTD or ASEAN ACTD format for pharmaceutical registration.[3][4]","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-m4-r4-common-technical-document-ctd-registration-pharmaceuticals-human-use-organisation-ctd-step-5_en.pdf,https://www.pacificbridgemedical.com/publication/philippines-food-and-drug-administration-philippines-fda/,https://aapsopen.springeropen.com/articles/10.1186/s41120-024-00102-2,https://www.ijdra.com/index.php/journal/article/download/669/362"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Philippines,PARTIAL,"The Philippines requires electronic portal accounts for regulatory submissions, but while some steps (like application for License to Operate and communication) are supported online, there is no clear evidence of a fully digital online submission portal that encompasses the entire pharmaceutical marketing authorization process with end-to-end digital application and approval; certain procedures and documentation may still require physical or hybrid processes[5][1].","https://cruzmarcelo.com/philippine-department-of-health-issues-guidelines-for-the-registration-of-pharmaceutical-products-and-active-pharmaceutical-ingredients-intended-for-human-use/,https://www.dmp.no/en/approval-of-medicines/approval-and-follow-up-of-marketing-authorisation-ma/application-for-marketing-authorisation/submission-of-applications,https://www.pharmatomarket.com/the-philippines-announces-the-launch-of-verification-portal-for-licensed-establishments-and-registered-products-29-september-2020/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11080122/,https://www.pacificbridgemedical.com/regulatory-services/pharmaceutical/product-registration/philippines-drug-registration-and-approval-2/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Philippines,YES,"The Philippines is legally required to accept and recognize another ASEAN Member State’s cGMP certificate or inspection report issued by an ASEAN Listed Inspection Service (LIS), in accordance with the ASEAN Mutual Recognition Arrangement (MRA) on GMP for finished pharmaceutical products[2][4].","https://factocert.com/gmp-certification-in-philippines-good-manufacture/,https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/,https://factocert.com/process-of-gmp-certification-in-philippines/,http://www.fdd.gov.la/userfiles/files/FAQ-GMP%20(1).pdf,http://media.drugdu.com/latestinformation/procedures-and-requirements-of-gmp-certification-of-pharmaceutical-drugs-in-the-philippines.html"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Philippines,NO,"The Philippines, as part of ASEAN and a country in Climatic Zone IVb, requires long-term stability data at 30°C/75% RH—not 25°C/60% RH—because it is classified as a hot, very humid climate and does not permit 25°C/60% RH data submission for pharmaceutical products unless specifically justified; accelerated stability studies cannot substitute for this requirement.[5]","https://database.ich.org/sites/default/files/ICH_Q1EWG_Step2_Draft_Guideline_2025_0411.pdf,https://database.ich.org/sites/default/files/Q1F_Stability_Guideline_WHO_2018.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11858995/,https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Philippines,YES,"The Philippines, as a member of ASEAN, follows the ASEAN Guideline on Stability Study of Drug Product, which permits the use of bracketing and matrixing in stability study designs if scientifically justified, in line with ICH recommendations.[5][4]","https://humiditycontrol.com/blog/what-is-stability-testing/,https://aapsopen.springeropen.com/articles/10.1186/s41120-023-00078-5,https://database.ich.org/sites/default/files/ICH_Q1EWG_Step2_Draft_Guideline_2025_0411.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://asean.org/wp-content/uploads/i-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2_uniformed-template.pdf"
Requires halal certification for pharmaceutical products.,Philippines,NO,"Halal certification for pharmaceutical products in the Philippines is voluntary rather than mandatory, as national regulations do not require it for domestic consumption.[2][5]","https://emerhub.com/philippines/how-to-get-halal-certification-in-the-philippines-a-guide-for-businesses/,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Market+Brief+on+Halal+Products_Manila_Philippines_RP2023-0049.pdf,https://iso-certification.ph/the-ultimate-guide-to-halal-certification-in-the-philippines/,https://glenwood.ph/2023/02/webinar-philippine-halal-regulatory-requirements/,https://cosmetic.chemlinked.com/cosmepedia/asean-cosmetic-halal-certification-regulation"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Philippines,NO,Current Philippine drug labeling regulations do not specifically mandate the use of a 'red dot' symbol on prescription-only pharmaceutical products; labeling requirements focus instead on generics prominence and detailed information as outlined in Administrative Order No. 55 s. 1988[1].,"https://www.slideshare.net/slideshow/ra-55/45401812,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.fda.gov/food/hfp-constituent-updates/fda-revoke-authorization-use-red-no-3-food-and-ingested-drugs,https://www.guttmacher.org/sites/default/files/report_pdf/abortion-methodologies.pdf,https://www.raps.org/news-and-articles/news-articles/2018/1/the-drug-regulatory-landscape-in-the-asean-region"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Philippines,UNKNOWN,There is no explicit evidence in current search results indicating that the Philippines targets an average marketing authorization approval timeline of six months or less for pharmaceutical products.,"https://pharmexcil.com/uploads/countryreports/Philippines.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7516132/,https://cruzmarcelo.com/philippine-department-of-health-issues-guidelines-for-the-registration-of-pharmaceutical-products-and-active-pharmaceutical-ingredients-intended-for-human-use/,https://www.ijdra.com/index.php/journal/article/download/244/137,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Philippines,PARTIAL,"The Philippines has policies restricting the use and prescribing of certain antimicrobials within health facilities through Antimicrobial Stewardship Programs (AMS), but there is no clear evidence of a nationwide legal restriction limiting the distribution of specific AM products exclusively to hospitals; enforcement primarily relies on hospital-level policies, not a hospital-only distribution mandate.[2][4]","https://pmc.ncbi.nlm.nih.gov/articles/PMC11879887/,https://pubmed.ncbi.nlm.nih.gov/39399371/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12188270/,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://documents1.worldbank.org/curated/en/323311493396993758/pdf/final-report.pdf"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Philippines,YES,"The Philippines consistently publishes national antimicrobial resistance surveillance data related to pharmaceutical products through its Antimicrobial Resistance Surveillance Program (ARSP), including annual reports and contributions to international programs.[2][4][5]","https://pmc.ncbi.nlm.nih.gov/articles/PMC7264328/,https://www.nature.com/articles/s41467-020-16322-5,https://www.sanger.ac.uk/news_item/genomic-surveillance-of-antibiotic-resistance-in-the-philippines-established/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9220349/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9831596/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Cambodia,PARTIAL,"Cambodia officially accepts the ASEAN Common Technical Document (ACTD) format, not the ICH CTD format; however, there is some indication that ICH CTD might be accepted in practice, but this is not confirmed as regulatory policy[5].","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://data.wahooas.org/tenders/uploads/attachment/document/357/CTD_En_Guidance_for_the_Preparation_of_Applications.pdf,https://www.ijdra.com/index.php/journal/article/view/318,https://www.efpia.eu/media/636610/ectd-white-paper_final-20-dec-21.pdf,https://dcvmn.org/wp-content/uploads/2019/03/dcvmn_singapore_actd_and_ich_ctd_comparison_mar2019_ida.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Cambodia,PARTIAL,"Cambodia has developed and begun implementing an online registration system for pharmaceutical product marketing authorization applications, but the available sources indicate the system was under development and planning for expansion as of 2019, without explicit confirmation of full, nationwide operational status as of 2025.[1][3][5]","https://www.ungm.org/Public/Notice/91693,https://www.epo.org/law-practice/legal-texts/official-journal/2018/02/a16.html,https://www.ungm.org/Public/Notice/68203,https://ustr.gov/sites/default/files/files/Press/Reports/2025NTE.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6016570/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Cambodia,NO,"Cambodia does not legally require acceptance of another ASEAN Member State’s cGMP certificate for pharmaceutical manufacturers; it specifically requires submission of a Certificate of GMP from the country of origin, not from another AMS, and there is no evidence of a legal mandate for automatic recognition or acceptance of cGMP certificates issued by other ASEAN countries.","https://certease.com/gmp-certification-in-cambodia/,https://asean.org/wp-content/uploads/images/2013/economic/iai/ASEAN%20Cosmetics%20Directive%20CLMV%20Workshop%20Feb%202013.pdf,https://andamanmed.com/regulatory-services/medical-device-registration/cambodia/,https://www.ncbi.nlm.nih.gov/books/NBK555744/,https://andamanmed.com/cambodia-medical-device-regulation/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Cambodia,NO,"Cambodia generally follows WHO guidelines, which require long-term stability data at 30°C/75% RH for registration; stability data at 25°C/60% RH is not normally sufficient, even when supported by accelerated studies, unless specifically justified and approved by the national regulatory authority.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.zamra.co.zm/wp-content/uploads/2023/05/Marketing-Authorisation-STABILITY-GUIDELINES.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,http://academy.gmp-compliance.org/guidemgr/files/WHO_TRS_953_Annex2.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Cambodia,UNKNOWN,"There is no explicit evidence in the available sources that Cambodia officially allows or prohibits bracketing and matrixing study designs in pharmaceutical product stability testing; regulatory practices in many countries follow ICH guidelines, but Cambodia's specific stance is not stated in the retrieved information.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/ich-q1d-bracketing-matrixing-designs-stability-testing-drug-substances-drug-products-scientific-guideline,https://kymos.com/news/stability-testing-2024/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
