policy,country,status,explanation,source
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Laos,UNKNOWN,"Available evidence does not clarify whether Laos imposes hospital-only distribution restrictions for specific classes of antimicrobial pharmaceuticals. National guidelines and legal frameworks regulate the prescription and sale of antibiotics, with antibiotics generally requiring medical prescription and being distributed through authorized pharmacies and hospitals[4][1][2]. There is no explicit indication in these sources that certain classes of antimicrobials are restricted exclusively to hospital distribution. Therefore, current information is insufficient to definitively confirm or refute the existence of such hospital-only distribution restrictions.","https://pmc.ncbi.nlm.nih.gov/articles/PMC10801825/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11411237/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8638151/,https://faolex.fao.org/docs/pdf/lao178951.pdf,https://wellcomeopenresearch.org/articles/9-183"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Laos,PARTIAL,"Laos has established a national AMR surveillance system and publishes aggregate AMR surveillance data, including regular sharing among hospitals, laboratories, and with the WHO GLASS system[3]. However, there is evidence of gaps in systematic surveillance and a paucity of detailed, publicly available national AMR data directly related to pharmaceutical products (specific antibiotic resistance data tied to particular medicines)[1]. Although mechanisms for collecting and sharing AMR and antimicrobial use data have improved, granular national surveillance reports focused explicitly on pharmaceutical products are limited or not routinely published for public access[1][3][5].","https://pmc.ncbi.nlm.nih.gov/articles/PMC8638151/,https://ghsindex.org/wp-content/uploads/2021/12/Laos.pdf,https://www.who.int/laos/our-work/tracking-and-combating-antimicrobial-resistance,https://www.who.int/laos/news/detail/11-07-2018-the-launch-of-the-antimicrobial-resistance-surveillance-program-in-lao-people-s-democratic-republic,https://captura.ivi.int/2025/06/03/strengthening-antimicrobial-use-amu-monitoring/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Brunei,PARTIAL,"Brunei does not explicitly mandate the ICH CTD format for innovator pharmaceutical product registrations. Instead, Brunei is a member of ASEAN and follows the ASEAN Common Technical Dossier (ACTD) format, which is modeled after the ICH CTD but has regional adaptations. References indicate that registration documents can be in English or Indonesian, and the ACTD pyramid includes the ICH as a reference, suggesting alignment but not full adoption of the ICH CTD format[5]. No official source confirms that Brunei directly accepts the ICH CTD format without ACTD-specific adjustments.","https://www.ijdra.com/index.php/journal/article/download/410/209,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-m4-r4-common-technical-document-ctd-registration-pharmaceuticals-human-use-organisation-ctd-step-5_en.pdf,https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://ijprajournal.com/issue_dcp/Significance%20of%20Common%20Technical%20Document%20in%20Pharmacy%20Regulation%20%20A%20Review.pdf,https://journalforclinicalstudies.com/wp-content/uploads/2015/02/09.-Comparison-of-Marketing-Authorisation.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Brunei,NO,"Brunei does not provide a fully digital online submission portal for pharmaceutical product marketing authorization applications. The current process requires applicants to submit electronic copies of all application documents saved on a CD in PDF format, which must then be physically delivered to the Department of Pharmaceutical Services. While some forms can be downloaded online, the submission itself is not handled through a fully digital online portal[2][4].","https://www.ijdra.com/index.php/journal/article/view/410,https://www.scribd.com/document/611930840/Guide-to-Application-for-Registration-of-Medicinal-Products-4th-Editi,https://www.biopharminternational.com/view/bruneis-potential-pharmaceutical-market-growth-0,https://moh.gov.bn/services/pharmary-services/,https://business.mofe.gov.bn/SitePages/business-licenses-and-approvals.aspx"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Brunei,NO,"Brunei does not legally require automatic acceptance of another ASEAN Member State’s Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers. While ASEAN has worked towards harmonization of regulatory standards, including through the ASEAN Common Technical Dossier (ACTD) and discussions of Mutual Recognition Arrangements (MRAs), there is no binding legal requirement obliging Brunei to accept another AMS’s cGMP certificate without conducting its own conformity or risk assessment. Brunei’s regulations currently focus on compliance with national standards, and there is no evidence in the available sources of an operational legal mandate for automatic recognition of cGMP certificates from other ASEAN countries for pharmaceuticals[2][3][5]. Mutual recognition for cosmetics and some other sectors has progressed further, but for pharmaceuticals, each AMS—including Brunei—maintains its own review and registration process[3][2].","https://asean.org/wp-content/uploads/AVG-Revision-2-endorsed-31PPWG.pdf,https://www.aseanconsumer.org/file/post_image/BRUNEI-FINAL%20REPORT%20-%20Revised%2018Jun2014.pdf,https://www.pacificbridgemedical.com/regulation/asean-medical-device-pharmaceutical-regulations/,https://www.giz.de/de/downloads/giz2015-en-Laos_and_the_ASEAN_Economic_Community_-_8__factsheets.pdf,https://www.trade.gov/country-commercial-guides/brunei-standards-trade"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Brunei,UNKNOWN,"No official Brunei-specific regulatory guideline is cited in the search results. International sources (including ICH Q1A(R2) and EMA guidelines) permit long-term stability data at 25°C/60% RH, supported by accelerated studies, but Zone IV countries—which include many climates similar to Brunei—often require 30°C/75% RH or 30°C/65% RH stability data for submissions. Brunei's exact requirement cannot be confirmed from the provided information. For regulatory certainty, direct reference to Brunei's national authority or published guidelines is necessary.","https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/guideline-stability-testing-stability-testing-existing-active-substances-and-related-finished-products_en.pdf,https://www.pharmoutsourcing.com/Featured-Articles/37672-Regulatory-Strategy-for-Long-Term-Stability-Conditions-to-Support-Submission-in-Zone-IV-Countries/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://humiditycontrol.com/blog/what-is-stability-testing/"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Brunei,PARTIAL,"Brunei's specific regulatory acceptance of bracketing and matrixing designs in stability testing is not directly confirmed in available sources. However, Brunei has been referenced in international pharmaceutical regulatory discussions and typically aligns with global standards such as the ICH guidelines for stability testing[3]. The ICH Q1D guideline—which covers bracketing and matrixing study designs[2][4][5]—is adopted in many regulatory jurisdictions and is widely accepted as a best practice. If Brunei follows ICH standards (as is common with countries aiming for international harmonization), bracketing and matrixing would generally be allowed, but explicit confirmation from Brunei's own regulatory agency is lacking in the search results. Thus, while international practices suggest likely allowance, direct regulatory confirmation for Brunei is not available.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/ich-q1d-bracketing-matrixing-designs-stability-testing-drug-substances-drug-products-scientific-guideline,https://farabipharma.ir/wp-content/uploads/2017/07/Handbook-of-Stability-Testing-in-Pharmaceutical-Development-Regulations-Methodologies-and-Best-.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
Requires halal certification for pharmaceutical products.,Brunei,PARTIAL,"Brunei has established stringent halal guidelines specifically for pharmaceutical products, including medicinal products, traditional medicines, and health supplements, prohibiting non-halal and impure ingredients in products seeking halal certification[1][2][3]. However, while halal certification is mandatory for food products and food businesses, certification for pharmaceutical products appears to be required only for products marketed or labeled as halal, not all pharmaceutical products in general[4]. Non-halal pharmaceutical products (such as non-oral medications and those not intended or advertised as halal) are not legally required to obtain halal certification[4].","https://halalfocus.com/brunei-unveils-halal-pharma-guidelines/,https://halalfocus.com/brunei-first-to-establish-halal-pharma-guidelines/,https://borneobulletinyearbook.com.bn/halal/,http://news.xinhuanet.com/english/2017-07/14/c_136444795.htm,https://www.halalrc.org/images/Research%20Material/Report/GUIDELINE%20FOR%20HALAL%20CERTIFICATION.pdf"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Brunei,UNKNOWN,"There is no evidence in the available sources to suggest that Brunei specifically mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products. None of the reviewed regulatory documents or guidelines from Brunei mention such a requirement, and the source that mentions a 'red dot' appears not to pertain to Brunei[2]. Accordingly, it cannot be confirmed that this mandate exists in Brunei based on current information.","https://moh.gov.bn/wp-content/uploads/2024/10/Brunei-Darussalam-Pharmacovigilance-Guidelines-31.7.18.pdf,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.agc.gov.bn/AGC%20Images/LAWS/ACT_PDF/M/CHAPTER%20285%20RG%201.pdf,https://www.annualreports.com/HostedData/AnnualReportArchive/d/NASDAQ_DCPH_2020.pdf,https://www.trade.gov/country-commercial-guides/brunei-labeling-and-marking-requirements"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Brunei,NO,"Brunei does not target an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products. According to available regulatory process descriptions, the entire approval process—from initial appointment to the issuance of the certificate—typically takes about 286 days, which is approximately 9.5 months[1]. There is no evidence in published regulatory guidance indicating a six-month target for standard pharmaceutical approvals.","https://credevo.com/articles/2021/03/25/brunei-generic-drug-registration-process/,https://ustr.gov/sites/default/files/files/Press/Reports/2025NTE.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://www.ifpma.org/wp-content/uploads/2023/01/i2023_The-Globalisation-of-the-Pharmaceutical-Industry-Monograph.pdf,https://moh.gov.bn/wp-content/uploads/2024/10/Brunei-Darussalam-Pharmacovigilance-Guidelines-31.7.18.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Brunei,NO,"Brunei classifies all antimicrobials as prescription-only medicines under the Medicines Order 2007[3], with no evidence from current regulatory documents or national action plans to suggest hospital-only distribution restrictions for specific classes of antimicrobial pharmaceutical products[1][2][3]. Antimicrobials are regulated for prescription use in both public and private healthcare settings[3], but there is no explicit policy mandating that certain classes can only be distributed in hospitals or tertiary care settings.","https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11795752/,https://ghsindex.org/wp-content/uploads/2021/12/Brunei.pdf,https://documents1.worldbank.org/curated/en/323311493396993758/pdf/final-report.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8315476/"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Brunei,PARTIAL,"Brunei has a national AMR surveillance program and collects some data—especially on antimicrobial utilization (AMU) and importation of pharmaceuticals, including monitoring of sales of antimicrobials in food animals[3]. The country also restricts antimicrobials to prescription-only and reports low consumption and resistance levels[5]. However, available sources indicate that Brunei's AMR surveillance system is not fully developed and its reported antimicrobial consumption rates only cover the public healthcare sector, with incomplete coverage for pharmaceutical products across all sectors[5]. There is no direct evidence that Brunei *publishes* comprehensive national AMR surveillance data specifically related to pharmaceutical products in the public domain.","https://ghsindex.org/wp-content/uploads/2021/12/Brunei.pdf,https://documents1.worldbank.org/curated/en/323311493396993758/pdf/final-report.pdf,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://apps.who.int/iris/bitstream/handle/10665/332081/9789240005587-eng.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10843100/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Thailand,YES,"Thailand accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations. According to multiple authoritative sources, the Thai FDA requires applicants to submit either an ASEAN Common Technical Dossier (ACTD) or the ICH CTD for new modern drug registration[1][5]. Both these formats are recognized, and the ICH CTD—being the international standard—is explicitly listed as an accepted format for innovator (new) pharmaceutical products[1][5].","https://pharmaboardroom.com/legal-reports/the-pharma-legal-handbook-thailand/,https://ijprajournal.com/issue_dcp/A%20Review%20Article%20on%20the%20Common%20Technical%20Document%20CTD%20Regulatory%20Dossier.pdf,https://www.freyrsolutions.com/blog/thailand-moving-forward-to-ectd-submissions,https://international-pharma.com/wp-content/uploads/2017/04/Comparison-of.pdf,https://www.chameleon-pharma.com/the-pillars-of-control-approaching-thailands-national-drug-framework-and-otc-rx-drug-registration-process/"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Thailand,PARTIAL,"Thailand provides a digital online submission system—the Thai FDA’s Skynet E-Submission System—for pharmaceutical product marketing authorization applications. However, access and full utilization of this portal require prior approval via the OSSC Pre-Submission Permission process, and not all applicants (especially non-citizens) can directly access all features. Some steps, such as requesting access or submitting supporting documents, may still involve offline or email submission. Thus, while a digital portal exists for the application process, it is not fully digital and universally accessible for every applicant category[2][4].","https://ijsrm.humanjournals.com/wp-content/uploads/2022/03/5.RamaKishore-E-G-Ravi-Shankar-N-Chagi-Venkatesh-S-B-Puranik.pdf,https://clinregs.niaid.nih.gov/country/thailand,https://baipharm.chemlinked.com/news/thai-fda-expedites-drug-import-via-digital-channel,https://clinregs.niaid.nih.gov/country/thailand/united-states,https://en.fda.moph.go.th/other/category/cat-mandatory-reports"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Thailand,YES,"Thailand is legally required to accept and recognize Certificates of Good Manufacturing Practice (cGMP) issued by another ASEAN Member State's inspection service that is listed as an ASEAN Listed Inspection Service (LIS), as stipulated by the ASEAN Sectoral Mutual Recognition Arrangement (MRA) on GMP Inspection signed in 2009. Under Article 8 of the MRA, all ASEAN Member States, including Thailand, are obligated to operate a PIC/S-equivalent GMP inspection framework and accept GMP certificates and inspection reports issued by an AMS's LIS for finished pharmaceutical products[2][4]. This arrangement is intended to avoid duplicative inspections and streamline cooperation across ASEAN countries. However, Thailand may require further document verifications depending on the specific procedural track and the renewal status of GMP certificates[5].","https://www.tilleke.com/insights/good-manufacturing-practices-thailand/,https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/,https://globallawexperts.com/thailands-fda-proposes-amendments-to-streamline-gmp-certification-for-foreign-drug-manufacturers/,https://gabi-journal.net/a-review-of-international-initiatives-on-pharmaceutical-regulatory-reliance-and-recognition.html,https://apac-asia.com/images/achievements/pdf/6th/02-04.pdf"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Thailand,NO,"Thailand, as a member of ASEAN, follows the ASEAN Guideline on Stability Study of Drug Product, which requires stability data to be generated at climatic Zone IVb conditions, specifically 30°C/75% RH, for product registration[3]. Stability data generated at 25°C/60% RH, even when supported by accelerated stability studies, is not considered sufficient for long-term registration in Thailand. If data are submitted at less stressful conditions (such as 25°C/60% RH), the submission does not fulfill Thailand's regulatory requirements and may not be accepted[3][2].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://www.pharmoutsourcing.com/Featured-Articles/37672-Regulatory-Strategy-for-Long-Term-Stability-Conditions-to-Support-Submission-in-Zone-IV-Countries/,https://asean.org/wp-content/uploads/2018/01/25PPWG-ANNEX-7-iv-Final-ASEAN-Guideline-on-Stability-Study-Drug-Product-R2.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://clinregs.niaid.nih.gov/country/thailand"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Thailand,YES,"Thailand allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing. This is because Thailand, as an ASEAN member, follows the ASEAN Guidelines on Stability Study and Shelf-Life, which explicitly permit reduced study designs such as matrixing and bracketing for stability testing, provided the design and its scientific justification are documented[2][5]. There are no search results indicating a Thai FDA prohibition of these approaches, and ASEAN harmonization means Thai authorities align closely with these standards[5].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://asean.org/wp-content/uploads/2017/09/ASEAN-Guidelines-on-Stability-and-Shelf-Life-TM-V1.0-with-disclaimer.pdf,https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.stabilitystudies.in/asean-stability-guidelines-and-their-implementation-a-regulatory-overview/"
Requires halal certification for pharmaceutical products.,Thailand,NO,"Thailand does not require halal certification for pharmaceutical products by law; however, Thailand offers halal certification for pharmaceuticals and health supplements, largely to support market access for Muslim consumers domestically and internationally[3][5]. The Central Islamic Committee of Thailand (CICOT) oversees this certification, and many pharmaceutical products are certified halal to facilitate exports and appeal to Muslim consumers, but it is not a universal regulatory requirement for all pharmaceutical products sold in Thailand[3][4][5].","https://www.nationthailand.com/business/economy/40045799,https://halal4pharma.com/wp-content/uploads/2021/04/FAQ_Halal_Pharmaceutical.pdf,https://www.halaltimes.com/evolution-of-thai-halal-products-and-their-significance-in-the-usa/,https://halalfoundation.org/major-halal-certification-companies/,https://thailand.prd.go.th/en/content/category/detail/id/2078/iid/409724"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Thailand,NO,"There is no clear evidence that Thailand specifically mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products. One source describes a 'red dot' being associated with 'G/POM/specially-controlled medicines' in some contexts[2], but there is no indication from current official regulations or Thai FDA communications that a red dot marking is a nationwide legal requirement for all prescription-only medicines. Most regulatory information focuses on permitting, custom declarations, and labeling rules for medical devices rather than pharmaceutical product packaging[1][5].","https://www.tatnews.org/2024/11/thailand-fda-issues-traveller-friendly-guidelines-for-importing-personal-health-products/,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.artixio.com/post/medical-device-regulations-registration-process-in-thailand,https://msh.org/wp-content/uploads/2025/07/MTP-Malaria-online.pdf,https://andamanmed.com/thailand-draft-criteria-methods-and-conditions-on-labeling-and-documentation-ifu-for-medical-devices/"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Thailand,NO,"Thailand does not currently target an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products. For new chemical entities (NCEs) and other new drugs, the registration process typically takes between 220 and 280 working days (approximately 10-14 months), while generic drugs take about 155 working days (roughly 7-8 months)[3]. Overall registration timelines can range from 6 months to 2 years, as the process is described as time-consuming, especially for innovator drugs[1].","https://www.artixio.com/post/thailand-fda-regulations-for-pharmaceutical-registration,https://www.tilleke.com/insights/thailand-prepares-to-renew-drug-marketing-authorizations-as-first-expiration-nears/23/,https://credevo.com/articles/2023/10/05/new-drug-registration-process-in-thailand-a-guide-to-market-entry/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7516132/,https://www.tilleke.com/insights/thailand-prepares-to-renew-drug-marketing-authorizations-as-first-expiration-nears/14/"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Thailand,NO,"Thailand does not impose hospital-only distribution restrictions for most classes of antimicrobial pharmaceutical products. Most antibiotics in Thailand are classified as 'dangerous drugs' that can be dispensed by pharmacists in community pharmacies without a prescription, although some specific antibiotics have been reclassified as 'specially controlled' drugs requiring a prescription. There is no evidence in the provided sources that certain antimicrobials are restricted exclusively for distribution in hospitals only; rather, the majority remain widely available at retail pharmacies[2][3][5].","https://pmc.ncbi.nlm.nih.gov/articles/PMC8944558/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5791780/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8381094/,https://orca.cardiff.ac.uk/id/eprint/137072/1/2020SisiraDonsamakPhD.pdf,https://iris.who.int/bitstream/handle/10665/380437/9789290229971-eng.pdf?sequence=1&isAllowed=y"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Thailand,YES,"Thailand publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products. The National Antimicrobial Resistance Surveillance Thailand (NARST) system collects and disseminates AMR data from multiple surveillance sites, producing reports on resistance prevalence in pathogens and tracking trends associated with antimicrobial use[3][5]. Publicly available reports include hospital-level and national analyses, and systems like AMASS facilitate standardized reporting of AMR data derived from hospital microbiology and pharmaceutical data[1][5]. Surveillance strategies also incorporate monitoring of antimicrobial consumption using pharmaceutical importer and manufacturer data[4].","https://figshare.com/articles/dataset/Antimicrobial-resistant_surveillance_reports_of_25_hospitals_in_Thailand_in_2022/22339933,https://iris.who.int/bitstream/handle/10665/380437/9789290229971-eng.pdf?sequence=1&isAllowed=y,https://pmc.ncbi.nlm.nih.gov/articles/PMC8381094/,https://www.tandfonline.com/doi/full/10.1080/17441692.2023.2298940,https://pmc.ncbi.nlm.nih.gov/articles/PMC10349292/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Myanmar,NO,"Myanmar does not accept the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations; instead, it uses the ASEAN Common Technical Dossier (ACTD) format, which is derived from and similar to the ICH CTD but structured specifically for ASEAN member countries[5]. The ACTD format is the harmonized submission standard across the ASEAN region, including Myanmar, rather than the full ICH CTD format[5].","https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-m4-r4-common-technical-document-ctd-registration-pharmaceuticals-human-use-organisation-ctd-step-5_en.pdf,https://jgtps.com/admin/uploads/zhg3fT.pdf,https://www.ijdra.com/index.php/journal/article/download/510/264,https://international-pharma.com/wp-content/uploads/2017/04/Comparison-of.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Myanmar,PARTIAL,"Myanmar now provides an electronic submission system for pharmaceutical product registration and import licensing applications to the Food and Drugs Administration[5][3]. However, while the portal enables online submission of applications and payments[5][3], submission of physical drug samples and some documents is still required, and the full process may not be entirely digital for all components[3]. Earlier sources emphasized the need for in-person submission, but the most recent documentation confirms the existence of an electronic portal as of 2025[5][3].","https://www.myanmartradeportal.gov.mm/attachment/274/download,https://ofac.treasury.gov/faqs/all-faqs,https://lic-public.wto.org/en/legislations/1165,https://ispe.org/membership/join,https://lic-public.wto.org/en/product-categories/569/procedure"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Myanmar,PARTIAL,"Myanmar does not appear to be legally required to accept another ASEAN Member State’s Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers, as mutual recognition arrangements (MRAs) for GMP within ASEAN are still in differing stages of implementation and not yet fully obligatory for all AMS[1][4]. Existing Myanmar regulations require their own site inspections and licensing processes for manufacturer approval[3], with no explicit legal mandate to accept foreign cGMP certificates from other AMS. However, regional harmonization efforts such as the ASEAN GMP MRA aim to move toward mutual recognition, but these are not currently mandatory or fully applied in Myanmar[1][4].","https://asean.org/wp-content/uploads/2022/12/ASEAN-Pharmaceutical-Regulatory-Policy-Sample-Print-REV-20122022-.pdf,https://asean.org/wp-content/uploads/images/2013/economic/iai/ASEAN%20Cosmetics%20Directive%20CLMV%20Workshop%20Feb%202013.pdf,https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://www.ncbi.nlm.nih.gov/books/NBK555744/,https://www.pacificbridgemedical.com/regulation/asean-medical-device-pharmaceutical-regulations/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Myanmar,UNKNOWN,"Current publicly available guidelines and international best practices (including ICH) accept 25°C/60% RH as a long-term stability condition. However, the search results do not provide Myanmar-specific regulatory guidance confirming whether Myanmar will accept stability data at 25°C/60% RH supported only by accelerated data (e.g., 40°C/75% RH), or whether Myanmar explicitly requires 30°C/65% RH for its climatic zone. Regulations in many ASEAN and tropical countries require stability data at 30°C/65% RH due to their climatic conditions, but Myanmar's exact policy is not detailed in the provided sources. Reference to Myanmar's own National Regulatory Authority or MOH documentation would be required for a definitive answer.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://pharm-community.com/wp-content/uploads/wpforo/default_attachments/1484853135-draft-who-stability-guideline-rev-3-sept-2008.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf,https://www.npra.gov.my/easyarticles/images/users/1057/GUIDELINE-FOR-STABILITY-DATA.pdf,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Myanmar,UNKNOWN,"There is no direct evidence in the retrieved sources that Myanmar specifically allows or prohibits the use of bracketing and matrixing designs in stability testing of pharmaceutical products. The international standard (ICH Q1D) is widely recognized and often adopted by many regulatory authorities, and references to stability testing generally point to ICH guidelines[1][2][4][5]. However, without explicit mention of Myanmar’s local regulations or guidance, it is not possible to confirm definitively for Myanmar. Verification from the Myanmar FDA or their published regulatory guidelines would be required for a conclusive answer.","https://humiditycontrol.com/blog/what-is-stability-testing/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q1d-bracketing-and-matrixing-designs-stability-testing-new-drug-substances-and-products,https://www.labmanager.com/stability-testing-of-pharmaceuticals-procedures-and-best-practices-33944"
Requires halal certification for pharmaceutical products.,Myanmar,NO,"Myanmar does not require halal certification for pharmaceutical products by law or regulation. The halal certification landscape in Myanmar is characterized by a fragmented system focused primarily on the food industry, with multiple organizations issuing halal certificates but no centralized or standardized framework for pharmaceuticals[5][4]. While multinational agencies and local organizations do offer halal certification for various products, there is no evidence from authoritative or regulatory sources to indicate a legal or regulatory requirement for halal certification specifically for pharmaceuticals in Myanmar. In contrast, some ASEAN countries like Indonesia and Malaysia mandate halal certification for pharmaceuticals, but Myanmar does not[2][1][3].","https://halalfoundation.org/insights/halal-pharmaceuticals-and-supplements-certification/,https://www.efpia.eu/media/412591/efpia-positionpaper-on-halal_final_5-dec-2018.pdf,https://factocert.com/myanmar/halal-certification-in-myanmar/,https://e-journal.unair.ac.id/JHPR/article/download/48992/29515/320711,https://seasia.co/2025/08/01/emerging-trends-in-myanmars-halal-food-market-opportunities-for-growth"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Myanmar,UNKNOWN,"Based on available sources, there is no clear evidence that Myanmar specifically mandates the use of a 'red dot' symbol on prescription-only pharmaceutical products. The search results include references to general drug regulations and labeling requirements in Myanmar[1], but they do not mention a 'red dot' symbol or mandate its use. One source (from Thailand) mentions a red dot for certain categories of medicines[4], which may indicate regional practices but does not confirm Myanmar's regulatory requirements. No authoritative regulatory or governmental document explicitly confirms this mandate for Myanmar.","https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f636695447956123279&type=4,https://iris.who.int/bitstream/handle/10665/43080/9241592508.pdf?sequence=1,https://www.unodc.org/documents/southeastasiaandpacific/2010/12/ops-myanmar-ats/Myanmar_ATS_Report_2010_lowres.pdf,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://bjgplife.com/the-dream-of-universal-healthcare-in-myanmar-becomes-a-nightmare/"
